SRA_ID	Total_Syn	Het_syn	Homo_syn
SRR13607785	125309	43765	40772
SRR13607786	129584	64880	32352
SRR13607787	124777	69555	27611
SRR13607788	128446	59338	34554
SRR13607789	132715	21991	55362
SRR13607790	123755	65531	29112
SRR13607791	138267	36789	50739
SRR13607792	129862	32308	48777
SRR13607793	124134	28272	47931
SRR13607794	129067	63855	32606
SRR13607795	128955	58279	35338
SRR13607796	129861	29801	50030
SRR13607797	127175	25555	50810
SRR13607798	124225	65969	29128
SRR13607799	128503	79511	24496
SRR13607800	122083	59453	31315
SRR13607801	132094	65114	33490
SRR13607802	123355	68877	27239
SRR13607803	127289	69003	29143
SRR13607804	126908	49358	38775
SRR13607805	130430	62896	33767
SRR13607806	129348	55184	37082
SRR13607807	127283	52241	37521
SRR13607808	131867	50747	40560
SRR13607809	126626	67186	29720
SRR13607810	132555	55537	38509
SRR13607811	129710	82470	23620
SRR13607812	122488	67082	27703
SRR13607813	125337	55499	34919
SRR13607814	128066	66888	30589
SRR13607815	128955	61097	33929
SRR13607816	127824	47272	40276
SRR13607817	127568	56066	35751
SRR13607818	136241	29037	53602
SRR13607819	127892	70050	28921
SRR13607820	125067	72789	26139
SRR13607821	123855	68763	27546
SRR13607822	129641	69811	29915
SRR13607823	124810	70798	27006
SRR13607824	121620	68778	26421
SRR13607825	127982	69876	29053
SRR13607826	132965	55837	38564
SRR13607827	126692	67680	29506
SRR13607828	126442	69678	28382
SRR13607829	127695	70783	28456
SRR13607830	127320	69312	29004
SRR13607831	127124	70686	28219
SRR13607832	122541	68037	27252
SRR13607833	130319	69241	30539
SRR13607834	128233	72409	27912
SRR13607835	128891	71849	28521
SRR13607836	124064	67818	28123
SRR13607837	125203	66229	29487
SRR13607838	140608	41634	49487
SRR13607839	130138	56612	36763
SRR13607840	124237	78519	22859
SRR13607841	125402	84562	20420
SRR13607842	128585	51103	38741
SRR13607843	123482	72766	25358
SRR13607844	124027	55243	34392
SRR13607845	120939	74579	23180
SRR13607846	128443	54783	36830
SRR13607847	126608	53456	36576
SRR13607848	134100	63126	35487
SRR13607849	131089	53201	38944
SRR13607850	131423	70553	30435
SRR13607851	133885	48521	42682
SRR13607852	124173	49895	37139
SRR13607853	126824	51372	37726
SRR13607854	131840	65278	33281
SRR13607855	126435	65639	30398
SRR13607856	125755	63787	30984
SRR13607857	127865	54721	36572
SRR13607858	129391	50239	39576
SRR13607859	139480	49830	44825
SRR13607860	130244	27902	51171
SRR13607861	131608	24938	53335
SRR13607862	121634	54290	33672
SRR13607863	129951	36071	46940
SRR13607864	128158	43878	42140
SRR13607865	121583	70251	25666
SRR13607866	126083	66955	29564
SRR13607867	129723	69039	30342
SRR18475240	140960	4304	68328
SRR18475241	144868	4576	70146
SRR18475242	120300	47268	36516
SRR18475243	133197	31339	50929
SRR18475244	111414	61390	25012
SRR18475245	144011	51475	46268
SRR18475246	113845	44641	34602
SRR18475247	143126	4472	69327
SRR18475248	110990	47872	31559
SRR18475249	137957	4001	66978
SRR18475250	132713	20075	56319
SRR18475251	144093	66197	38948
SRR18475252	122844	36878	42983
SRR18475253	142216	58686	41765
SRR18475254	124197	56155	34021
SRR18475255	148619	4911	71854
SRR18475256	122762	21448	50657
SRR18475257	130807	3265	63771
SRR18475258	124028	64786	29621
SRR18475259	117282	66834	25224
SRR18475260	137149	54623	41263
SRR18475261	114006	59550	27228
SRR18475262	120972	62882	29045
SRR18475263	119917	55081	32418
SRR18475264	123205	59165	32020
SRR18475265	120213	59289	30462
SRR18475266	121053	58081	31486
SRR18475267	119807	55531	32138
SRR18475268	122452	65308	28572
SRR18475269	124758	63354	30702
SRR18475270	125668	47366	39151
SRR18475271	117551	51443	33054
SRR18475272	140245	5597	67324
SRR18475273	120819	55725	32547
SRR18475274	123025	55103	33961
SRR18475275	115194	46880	34157
SRR18475276	117147	30707	43220
SRR18475277	133832	5698	64067
SRR18475278	117652	51122	33265
SRR18475279	108370	27110	40630
SRR18475280	103949	31365	36292
SRR18475281	107583	9945	48819
SRR18475282	116432	17048	49692
SRR18475283	144377	5171	69603
SRR18475284	113164	54316	29424
SRR18475285	110126	45974	32076
SRR18475286	120108	7342	56383
SRR18475287	115372	17730	48821
SRR18475288	125204	63804	30700
SRR18475289	129167	19721	54723
SRR18475290	138814	12460	63177
SRR18475291	133947	36521	48713
SRR18475292	141178	37630	51774
SRR18475293	138979	38893	50043
SRR18475294	123461	60847	31307
SRR18475295	132802	38136	47333
SRR18475296	145683	48189	48747
SRR18475297	143988	37314	53337
SRR18475298	141479	35977	52751
SRR18475299	138072	40606	48733
SRR18475300	132949	55359	38795
SRR18475301	133063	35041	49011
SRR18475302	145754	42040	51857
SRR18475303	128990	38692	45149
SRR18475304	144655	6481	69087
SRR18475305	142145	4267	68939
SRR18475306	120318	34474	42922
SRR18475307	144330	4640	69845
SRR18475308	138957	4273	67342
SRR18475309	119409	54005	32702
SRR18475310	118353	53057	32648
SRR18475311	113919	52663	30628
SRR18475312	119092	57270	30911
SRR18475313	132771	29211	51780
SRR18475314	120249	54357	32946
SRR18475315	135391	67333	34029
SRR18475316	116711	68347	24182
SRR18475317	130389	38727	45831
SRR18475318	137874	38534	49670
SRR18475319	120515	71011	24752
SRR18475320	115946	64682	25632
SRR18475321	140638	51402	44618
SRR18475322	138700	53862	42419
SRR18475323	109341	46155	31593
SRR18475324	137627	55181	41223
SRR18475325	133491	51835	40828
SRR18475326	139706	39144	50281
SRR18475327	142335	47855	47240
SRR18475328	130776	39550	45613
SRR18475329	134423	40125	47149
SRR18475330	133905	48933	42486
SRR18475331	139201	51313	43944
SRR18475332	137374	48242	44566
SRR18475333	136326	51652	42337
SRR18475334	119958	29670	45144
SRR18475335	149114	8868	70123
SRR18475336	137035	41843	47596
SRR18475337	133444	42678	45383
SRR18475338	133400	45452	43974
SRR18475339	145248	37830	53709
SRR18475340	135513	45477	45018
SRR18475341	144090	44928	49581
SRR18475342	131764	74240	28762
SRR18475343	137389	18851	59269
SRR18475344	120545	51649	34448
SRR18475345	127531	62757	32387
SRR18475346	117573	56011	30781
SRR18475347	117379	56451	30464
SRR18475348	125850	57334	34258
SRR18475349	134790	45866	44462
SRR18475350	137502	47986	44758
SRR18475351	136423	47571	44426
SRR18475352	147084	7798	69643
SRR18475353	127730	47796	39967
SRR18475354	133375	59043	37166
SRR18475355	142599	59111	41744
SRR18475356	138767	26571	56098
SRR18475357	142535	11553	65491
SRR18475358	138323	44495	46914
SRR18475359	144891	58429	43231
SRR18475360	141913	41495	50209
SRR18475361	140457	62451	39003
SRR18475362	147859	46821	50519
SRR18475363	142494	28856	56819
SRR18475364	141943	41473	50235
SRR18475365	144209	38323	52943
SRR18475366	138370	44772	46799
SRR18475367	138234	41324	48455
SRR18475368	124122	48010	38056
SRR18475369	140763	43431	48666
SRR18475370	143251	33685	54783
SRR18475371	144530	24888	59821
SRR18475372	145559	29573	57993
SRR18475373	135683	25665	55009
SRR18475374	146026	40362	52832
SRR18475375	143458	37256	53101
SRR18475376	143376	37906	52735
SRR18475377	143446	26966	58240
SRR18475378	146789	21967	62411
SRR18475379	106975	48691	29142
SRR18475380	140993	29183	55905
SRR18475381	137917	44589	46664
SRR18475382	138893	47021	45936
SRR18475383	137646	36124	50761
SRR18475384	139882	55400	42241
SRR18475385	144341	36553	53894
SRR18475386	145028	37910	53559
SRR18475387	141356	37516	51920
SRR18475388	138267	39531	49368
SRR18475389	144068	43156	50456
SRR18475390	110514	47186	31664
SRR18475391	138584	46160	46212
SRR18475392	149715	48527	50594
SRR18475393	140787	38893	50947
SRR18475394	145024	43888	50568
SRR18475395	142799	40933	50933
SRR18475396	142589	46055	48267
SRR18475397	149088	51042	49023
SRR18475398	135796	40430	47683
SRR18475399	143909	49997	46956
SRR18475400	139485	43943	47771
SRR18475401	144042	36136	53953
SRR18475402	119432	36046	41693
SRR18475403	145691	32159	56766
SRR18475404	145622	31582	57020
SRR18475405	146706	43308	51699
SRR18475406	142938	37400	52769
SRR18475407	145343	35929	54707
SRR18475408	137376	22042	57667
SRR18475409	142923	29981	56471
SRR18475410	139939	33049	53445
SRR18475411	146528	29434	58547
SRR18475412	143159	37879	52640
SRR18475413	131125	61355	34885
SRR18475414	142058	44172	48943
SRR18475415	144318	44262	50028
SRR18475416	138539	45435	46552
SRR18475417	137315	37527	49894
SRR18475418	141926	31378	55274
SRR18475419	140704	35484	52610
SRR18475420	131927	36019	47954
SRR18475421	140445	40667	49889
SRR18475422	144650	41390	51630
SRR18475423	144568	27102	58733
SRR18475424	128758	39434	44662
SRR18475425	144932	48002	48465
SRR18475426	139424	47382	46021
SRR18475427	143203	52583	45310
SRR18475428	137086	45868	45609
SRR18475429	141525	33031	54247
SRR18475430	140456	40890	49783
SRR18475431	139102	35454	51824
SRR18475432	135669	39527	48071
SRR18475433	141908	18954	61477
SRR18475434	141517	14377	63570
SRR18475435	114101	43585	35258
SRR18475436	138422	45506	46458
SRR18475437	134631	31029	51801
SRR18475438	135975	40641	47667
SRR18475439	140135	34761	52687
SRR18475440	131352	58114	36619
SRR18475441	123493	49479	37007
SRR18475442	126949	54839	36055
SRR18475443	144143	59155	42494
SRR18475444	141144	55190	42977
SRR18475445	138495	35567	51464
SRR18475446	121116	54116	33500
SRR18475447	144807	48041	48383
SRR18475448	144134	59788	42173
SRR18475449	145964	58022	43971
SRR18475450	143432	5036	69198
SRR18475451	146352	5218	70567
SRR18475452	137861	19143	59359
SRR18475453	151584	5682	72951
SRR18475454	142612	7368	67622
SRR18475455	147385	8651	69367
SRR18475456	143878	4876	69501
SRR18475457	129106	42494	43306
SRR18475458	137763	38869	49447
SRR18475459	143640	45578	49031
SRR18475460	143765	5909	68928
SRR18475461	142170	52572	44799
SRR18475462	138628	63156	37736
SRR18475463	117886	59922	28982
SRR18475464	140820	4484	68168
SRR18475465	144517	41591	51463
SRR18475466	140239	4471	67884
SRR18475467	145397	5037	70180
SRR18475468	137868	4094	66887
SRR18475469	139024	47168	45928
SRR18475470	142707	11771	65468
SRR18475471	144301	5285	69508
SRR18475472	139023	57493	40765
SRR18475473	142695	5847	68424
SRR18475474	115196	52364	31416
SRR18475475	142181	42289	49946
SRR18475476	144413	51055	46679
SRR18475477	131285	56467	37409
SRR18475478	140949	48599	46175
SRR18475479	135081	55851	39615
SRR18475480	133325	58135	37595
SRR18475481	109695	34205	37745
SRR18475482	122960	30502	46229
SRR18475483	124428	58300	33064
SRR18475484	127290	48616	39337
SRR18475485	122080	49938	36071
SRR18475486	130676	50318	40179
SRR18475487	120232	71372	24430
SRR18475488	142961	35117	53922
SRR18475489	130146	40338	44904
SRR18475490	135579	37493	49043
SRR18475491	136699	37937	49381
SRR18475492	115767	38303	38732
SRR18475493	141001	48171	46415
SRR18475494	137197	40057	48570
SRR18475495	138368	59644	39362
SRR18475496	143379	36935	53222
SRR18475497	141657	40189	50734
SRR18475498	139714	51602	44056
SRR18475499	144583	40963	51810
SRR18475500	144051	46747	48652
SRR18475501	150019	32697	58661
SRR18475502	143787	40765	51511
SRR18475503	115938	31326	42306
SRR18475504	146440	14474	65983
SRR18475505	138494	49170	44662
SRR18475506	149678	59200	45239
SRR18475507	142760	35980	53390
SRR18475508	144107	47037	48535
SRR18475509	150783	60787	44998
SRR18475510	145052	52786	46133
SRR18475511	140803	53765	43519
SRR18475512	137829	44581	46624
SRR18475513	137548	43152	47198
SRR18475514	144446	53704	45371
SRR18475515	131891	41779	45056
SRR18475516	133928	32402	50763
SRR18475517	145972	43402	51285
SRR18475518	142032	40384	50824
SRR18475519	141067	54007	43530
SRR18475520	129262	12076	58593
SRR18475521	116154	51988	32083
SRR18475522	139905	14605	62650
SRR18475523	144938	23024	60957
SRR18475524	138434	18532	59951
SRR18475525	147982	23060	62461
SRR18475526	146847	15633	65607
SRR18475527	149508	19192	65158
SRR18475528	147195	12331	67432
SRR18475529	143055	25787	58634
SRR18475530	145627	40243	52692
SRR18475531	139910	19354	60278
SRR18475532	120826	68874	25976
SRR18475533	144447	17555	63446
SRR18475534	140170	43222	48474
SRR18475535	143870	43008	50431
SRR18475536	138718	26570	56074
SRR18475537	145573	33461	56056
SRR18475538	144411	39387	52512
SRR18475539	141188	27420	56884
SRR18475540	140775	57331	41722
SRR18475541	144376	10274	67051
SRR18475542	139795	36605	51595
SRR18475543	128068	60570	33749
SRR18475544	147284	23536	61874
SRR18475545	143925	37469	53228
SRR18475546	117476	44648	36414
SRR18475547	143434	43554	49940
SRR18475548	138137	3929	67104
SRR18475549	139574	45346	47114
SRR18475550	131403	33987	48708
SRR18475551	134468	35554	49457
SRR18475552	130905	34339	48283
SRR18475553	150393	58549	45922
SRR18475554	140779	38955	50912
SRR18475555	141327	47793	46767
SRR18475556	137345	38169	49588
SRR18475557	117574	45520	36027
SRR18475558	137923	45693	46115
SRR18475559	141552	55436	43058
SRR18475560	133750	61758	35996
SRR18475561	119580	52550	33515
SRR18475562	122714	53170	34772
SRR18475563	124421	61197	31612
SRR18475564	115501	39451	38025
SRR18475565	119901	60247	29827
SRR18475566	119257	70691	24283
SRR18475567	126684	58128	34278
SRR18475568	122659	53023	34818
SRR18475569	116662	51978	32342
SRR18475570	122190	54342	33924
SRR18475571	122663	57623	32520
SRR18475572	114689	61429	26630
SRR18475573	119800	49560	35120
SRR18475574	123709	56657	33526
SRR18475575	134099	47441	43329
SRR18475576	128740	59338	34701
SRR18475577	126755	43909	41423
SRR18475578	128407	41597	43405
SRR18475579	121277	44035	38621
SRR18475580	123763	55547	34108
SRR18475581	121454	63564	28945
SRR18475582	116539	51193	32673
SRR18475583	121321	56207	32557
SRR18475584	121025	50177	35424
SRR18475585	118530	54614	31958
SRR18475586	134180	58008	38086
SRR18475587	122384	45182	38601
SRR18475588	122341	42101	40120
SRR18475589	131831	41473	45179
SRR18475590	137068	47060	45004
SRR18475591	120907	58213	31347
SRR18475592	114925	43081	35922
SRR18475593	129009	42979	43015
SRR18475594	124758	43410	40674
SRR18475595	127958	36282	45838
SRR18475596	137563	43269	47147
SRR18475597	126846	46116	40365
SRR18475598	133801	49135	42333
SRR18475599	121360	40828	40266
SRR18475600	129685	47373	41156
SRR18475601	123349	53767	34791
SRR18475602	134319	45251	44534
SRR18475603	113791	29829	41981
SRR18475604	121871	46053	37909
SRR18475605	121743	47209	37267
SRR18475606	141706	39494	51106
SRR18475607	134163	42553	45805
SRR18475608	145217	44471	50373
SRR18475609	137040	28202	54419
SRR18475610	109882	32536	38673
SRR18475611	135541	39919	47811
SRR18475612	119879	43997	37941
SRR18475613	115770	33274	41248
SRR18475614	109545	43035	33255
SRR18475615	136857	31763	52547
SRR18475616	113326	56394	28466
SRR18475617	119875	46587	36644
SRR18475618	118197	39997	39100
SRR18475619	116857	46827	35015
SRR18475620	134503	23729	55387
SRR18475621	151716	4520	73598
SRR18475622	152146	4710	73718
SRR18475623	151828	6896	72466
SRR18475624	148811	48743	50034
SRR18475625	148058	4462	71798
SRR18475626	134223	26327	53948
SRR18475627	149213	4651	72281
SRR18475628	122450	49666	36392
SRR18475629	118275	69317	24479
SRR18475630	148085	4623	71731
SRR18475631	154670	4800	74935
SRR18475632	138749	3389	67680
SRR18475633	147277	4129	71574
SRR18475634	148888	4318	72285
SRR18475635	148265	4373	71946
SRR18475636	148785	4363	72211
SRR18475637	149004	4378	72313
SRR18475638	153028	4764	74132
SRR18475639	148516	4300	72108
SRR18475640	115506	36154	39676
SRR18475641	140539	36965	51787
SRR18475642	136605	57301	39652
SRR18475643	144630	37884	53373
SRR18475644	137818	38302	49758
SRR18475645	145749	33825	55962
SRR18475646	143763	47385	48189
SRR18475647	149003	37585	55709
SRR18475648	148874	29928	59473
SRR18475649	147420	36564	55428
SRR18475650	130418	42012	44203
SRR18475651	152473	21941	65266
SRR18475652	140584	44974	47805
SRR18475653	142469	29389	56540
SRR18475654	136757	30241	53258
SRR18475655	145279	39561	52859
SRR18475656	146157	19571	63293
SRR18475657	119936	61826	29055
SRR18475658	145402	39566	52918
SRR18475659	142638	31890	55374
SRR18475660	141972	29178	56397
SRR18475661	110575	32763	38906
SRR18475662	119603	54149	32727
SRR18475663	141298	29002	56148
SRR18475664	141591	26185	57703
SRR18475665	144636	40706	51965
SRR18475666	140742	27112	56815
SRR18475667	139113	33805	52654
SRR18475668	142023	31819	55102
SRR18475669	134601	45873	44364
SRR18475670	119361	34639	42361
SRR18475671	122483	52783	34850
SRR18475672	115081	49799	32641
SRR18475673	129977	54061	37958
SRR18475674	124743	64963	29890
SRR18475675	114396	30596	41900
SRR18475676	119209	48349	35430
SRR18475677	117597	45495	36051
SRR18475678	120188	61282	29453
SRR18475679	131050	45906	42572
SRR18475680	132013	25063	53475
SRR18475681	127850	60162	33844
SRR18475682	122774	59514	31630
SRR18475683	118695	44157	37269
SRR18475684	121646	54978	33334
SRR18475685	121662	52492	34585
SRR18475686	117829	52245	32792
SRR18475687	120335	57135	31600
SRR18475688	116681	52069	32306
SRR18475689	126201	57011	34595
SRR18475690	119119	69175	24972
SRR18475691	118728	63978	27375
SRR18475692	134241	50011	42115
SRR18475693	132394	52314	40040
SRR18475694	129237	58707	35265
SRR18475695	138506	51742	43382
SRR18475696	110736	61014	24861
SRR18475697	121714	52220	34747
SRR18475698	125133	63071	31031
SRR18475699	121878	79376	21251
SRR18475700	136255	42657	46799
SRR18475701	135162	50654	42254
SRR18475702	123078	69714	26682
SRR18475703	115991	60485	27753
SRR18475704	107953	44539	31707
SRR18475705	136846	49356	43745
SRR18475706	126161	69917	28122
SRR18475707	125581	60445	32568
SRR18475708	121561	62501	29530
SRR18475709	122618	62486	30066
SRR18475710	124788	59028	32880
SRR18475711	118724	54574	32075
SRR18475712	125014	64282	30366
SRR18475713	124409	58915	32747
SRR18475714	120797	59585	30606
SRR18475715	123258	64568	29345
SRR18475716	116788	61906	27441
SRR18475717	119222	59846	29688
SRR18475718	124377	60749	31814
SRR18475719	128936	66160	31388
SRR18475720	119215	59903	29656
SRR18475721	117615	26189	45713
SRR18475722	115228	43100	36064
SRR18475723	120591	47447	36572
SRR18475724	121729	62993	29368
SRR18475725	119852	50166	34843
SRR18475726	127351	69099	29126
SRR18475727	114988	59978	27505
SRR18475728	121509	50773	35368
SRR18475729	116249	10525	52862
SRR18475730	119330	53390	32970
SRR18475731	122501	60367	31067
SRR18475732	112281	42691	34795
SRR18475733	116458	42332	37063
SRR18475734	12319	925	5697
SRR18475735	121642	55336	33153
SRR18475736	127369	70811	28279
SRR18475737	135367	48363	43502
SRR18475738	135090	37826	48632
SRR18475739	146824	16934	64945
SRR18475740	126272	50062	38105
SRR18475741	114658	25616	44521
SRR18475742	116295	40767	37764
SRR18475743	114018	36574	38722
SRR18475744	119997	48941	35528
SRR18475745	125091	51133	36979
SRR18475746	112960	53074	29943
SRR18475747	115279	31141	42069
SRR18475748	137125	44191	46467
SRR18475749	122812	43630	39591
SRR18475750	124790	44424	40183
SRR18475751	117461	48603	34429
SRR18475752	130863	63521	33671
SRR18475753	141154	4602	68276
SRR18475754	125213	54869	35172
SRR18475755	122124	83374	19375
SRR18475756	147088	4234	71427
SRR18475757	144080	19952	62064
SRR18475758	146392	4728	70832
SRR18475759	118244	45494	36375
SRR18475760	143258	4754	69252
SRR18475761	119998	54888	32555
SRR18475762	134395	45793	44301
SRR18475763	114039	37513	38263
SRR18475764	144658	4856	69901
SRR18475765	123633	80841	21396
SRR18475766	125064	60022	32521
SRR18475767	115117	34621	40248
SRR18475768	110280	43022	33629
SRR18475769	120830	65562	27634
SRR18475770	145788	4960	70414
SRR18475771	143821	4701	69560
SRR18475772	110280	38398	35941
SRR18475773	137002	19466	58768
SRR18475774	156010	6014	74998
SRR18475775	143503	34311	54596
SRR18475776	137054	10260	63397
SRR18475777	116419	43933	36243
SRR18475778	121302	35264	43019
SRR18475779	121637	43361	39138
SRR18475780	118423	45761	36331
SRR18475781	119475	59239	30118
SRR18475782	127550	53162	37194
SRR18475783	130465	53729	38368
SRR18475784	125319	46041	39639
SRR18475785	119643	37793	40925
SRR18475786	127666	57082	35292
SRR18475787	125135	43205	40965
SRR18475788	129214	44084	42565
SRR18475789	121185	41591	39797
SRR18475790	126322	46812	39755
SRR18475791	125437	49035	38201
SRR18475792	146306	4694	70806
SRR18475793	113627	35321	39153
SRR18475794	122514	53700	34407
SRR18475795	144809	45211	49799
SRR18475796	138673	4519	67077
SRR18475797	119675	46959	36358
SRR18475798	142230	56350	42940
SRR18475799	134459	28149	53155
SRR18475800	115680	44624	35528
SRR18475801	123029	38061	42484
SRR18475802	125218	57446	33886
SRR18475803	124763	71621	26571
SRR18475804	119911	63971	27970
SRR18475805	131208	54470	38369
SRR18475806	119088	51354	33867
SRR18475807	126987	68061	29463
SRR18475808	147092	4738	71177
SRR18475809	120743	26113	47315
SRR18475810	118053	19393	49330
SRR18475811	116278	22730	46774
SRR18475812	129955	8403	60776
SRR18475813	128491	13185	57653
SRR18475814	129723	65325	32199
SRR18475815	114562	45672	34445
SRR18475816	118419	57599	30410
SRR18475817	118740	40742	38999
SRR18475818	121652	43514	39069
SRR18475819	142330	5780	68275
SRR18475820	119615	36441	41587
SRR18475821	118757	59523	29617
SRR18475822	117598	49318	34140
SRR18475823	116948	43246	36851
SRR18475824	120764	50406	35179
SRR18475825	118491	52251	33120
SRR18475826	117952	36194	40879
SRR18475827	119145	57407	30869
SRR18475828	119903	63081	28411
SRR18475829	120889	64145	28372
SRR18475830	140745	37137	51804
SRR18475831	121164	65742	27711
SRR18475832	123193	63573	29810
SRR18475833	149751	4727	72512
SRR18475834	146114	4192	70961
SRR18475835	128916	48432	40242
SRR18475836	138354	49486	44434
SRR18475837	147801	4233	71784
SRR18475838	147071	4323	71374
SRR18475839	143795	38007	52894
SRR18475840	154689	4923	74883
SRR18475841	146615	4099	71258
SRR18475842	149819	4519	72650
SRR18475843	126738	41318	42710
SRR18475844	150680	7768	71456
SRR18475845	149686	4464	72611
SRR18475846	149194	4464	72365
SRR18475847	151139	4441	73349
SRR18475848	141134	57250	41942
SRR18475849	118335	43789	37273
SRR18475850	145643	3983	70830
SRR18475851	139581	42889	48346
SRR18475852	143677	36847	53415
SRR18475853	141626	66738	37444
SRR18475854	116438	46152	35143
SRR18475855	141850	50260	45795
SRR18475856	132721	55469	38626
SRR18475857	147583	28003	59790
SRR18475858	125351	29723	47814
SRR18475859	133665	39033	47316
SRR18475860	142880	19358	61761
SRR18475861	110602	32852	38875
SRR18475862	121110	48246	36432
SRR18475863	116399	48197	34101
SRR18475864	120521	48983	35769
SRR18475865	133856	50888	41484
SRR18475866	121066	48336	36365
SRR18475867	119080	62298	28391
SRR18475868	122262	59614	31324
SRR20942111	116893	62445	27224
SRR20942112	138615	61859	38378
SRR20942113	100988	1036	49976
SRR20942114	106575	24307	41134
SRR20942115	120260	42076	39092
SRR20942116	126852	43788	41532
SRR20942117	118468	18316	50076
SRR20942118	117123	4453	56335
SRR20942119	138420	52220	43100
SRR20942120	120907	17775	51566
SRR20942121	129898	28448	50725
SRR20942122	125941	45011	40465
SRR20942123	116855	11923	52466
SRR20942124	114645	58675	27985
SRR20942125	129742	37194	46274
SRR20942126	114389	58541	27924
SRR20942127	133238	12790	60224
SRR20942128	106874	23782	41546
SRR35161299	142565	52793	44886
SRR35161300	144503	75255	34624
SRR35161301	146958	35316	55821
SRR35161302	138920	76734	31093
SRR35161303	148936	70452	39242
SRR35161304	146368	26782	59793
SRR35161305	145430	77970	33730
SRR35161306	144018	40022	51998
SRR35161307	148071	41117	53477
SRR35161308	158116	26538	65789
SRR35161309	122353	66811	27771
SRR35161310	138097	83597	27250
SRR35161311	144261	31315	56473
SRR35161312	148991	34667	57162
SRR35161313	161220	18824	71198
SRR35161314	117402	21080	48161
SRR35161315	159901	35361	62270
SRR35161316	143683	44765	49459
SRR35161317	133137	64029	34554
SRR35161318	145328	79978	32675
SRR35161319	165978	12116	76931
SRR35161320	143063	25897	58583
SRR35161321	146829	24883	60973
SRR35161322	128093	65363	31365
SRR35161323	140472	38244	51114
SRR35161324	148403	22797	62803
SRR35161325	137330	42502	47414
SRR35161326	144363	70239	37062
SRR35161327	151758	19472	66143
SRR35161328	142396	23636	59380
SRR35161329	140177	49451	45363
SRR35161330	123843	46947	38448
SRR35161331	151956	33562	59197
SRR35161332	130536	61206	34665
SRR35161333	143587	26941	58323
SRR35161334	141324	71092	35116
SRR35161335	133247	51485	40881
SRR35161336	142179	33605	54287
SRR35161337	141034	15022	63006
SRR35161338	133303	74593	29355
SRR35161339	135916	39400	48258
SRR35161340	148095	58455	44820
SRR35161341	140057	72025	34016
SRR35161342	134996	62608	36194
SRR35161343	141682	60178	40752
SRR35161344	146463	58959	43752
SRR35161345	139396	60060	39668
SRR35161346	145756	35790	54983
SRR35161347	129180	57922	35629
SRR35161348	134021	47913	43054
SRR35161349	143403	36385	53509
SRR35161350	140360	60116	40122
SRR35161351	143275	52271	45502
SRR35161352	153989	49669	52160
SRR35161353	152553	56519	48017
SRR35161354	137220	51914	42653
SRR35161355	144692	55352	44670
SRR35161356	144481	49313	47584
SRR35161357	148177	53657	47260
SRR35161358	155546	34760	60393
SRR35161359	147041	50873	48084
SRR35161360	146346	41660	52343
SRR35161361	147872	43818	52027
SRR35161362	136390	34072	51159
SRR35161363	148139	44537	51801
SRR35161364	141743	49499	46122
SRR35161365	138876	55164	41856
SRR35161366	133869	71649	31110
SRR35161367	136310	48286	44012
SRR35161368	131896	76572	27662
SRR35161369	132609	66017	33296
SRR35161370	128459	67995	30232
SRR35161371	134358	86236	24061
SRR35161372	136823	58363	39230
SRR35161373	126767	71037	27865
SRR35161374	136470	42318	47076
SRR35161375	130982	43020	43981
SRR35161376	131706	47608	42049
SRR35161377	137968	39450	49259
SRR35161378	126083	68577	28753
SRR35161379	139772	70248	34762
SRR35161380	131693	52155	39769
SRR35161381	146036	55282	45377
SRR35161382	136117	59765	38176
SRR35161383	135638	67996	33821
SRR35161384	137823	65849	35987
SRR35161385	132124	39734	46195
SRR35161386	134951	54987	39982
SRR35161387	145622	58612	43505
SRR35161388	139238	68178	35530
SRR35161389	146577	73067	36755
SRR35161390	128179	62121	33029
SRR35161391	150001	56041	46980
SRR35161392	148959	52259	48350
SRR35161393	149517	60005	44756
SRR35161394	154328	68570	42879
SRR35161395	147895	25149	61373
SRR35161396	150013	67305	41354
SRR35161397	150117	64301	42908
SRR35161398	143415	56417	43499
SRR35161399	148132	39058	54537
SRR35161400	139610	7914	65848
SRR35161401	152726	71478	40624
SRR35161402	150972	73450	38761
SRR35161403	151741	58113	46814
SRR35161404	146037	42293	51872
SRR35161405	111369	7239	52065
SRR35161406	112559	19397	46581
SRR35161407	127908	32674	47617
SRR35161408	114543	20275	47134
SRR35161409	141297	79069	31114
SRR35161410	142991	22175	60408
SRR35161411	152995	53973	49511
SRR35161412	137738	73684	32027
SRR35161413	154718	32034	61342
SRR35161414	143982	81122	31430
SRR35161415	141182	21540	59821
SRR35161416	152119	23933	64093
SRR35161417	139613	78019	30797
SRR35161418	136819	71273	32773
SRR35161419	145364	22574	61395
SRR35161420	149133	71571	38781
SRR35161421	141538	44882	48328
SRR35161422	135332	80308	27512
SRR35161423	143449	34729	54360
SRR35161424	158877	7877	75500
SRR35161425	99659	22395	38632
SRR35161426	148107	27483	60312
SRR35161427	150797	49767	50515
SRR35161428	135086	51844	41621
SRR35161429	152306	51578	50364
SRR35161430	139429	72141	33644
SRR35161431	151232	33590	58821
SRR35161432	152752	62202	45275
SRR35161433	122214	18308	51953
SRR35161434	130866	70760	30053
SRR35161435	142444	14248	64098
SRR35161436	128752	47394	40679
SRR35161437	141996	24776	58610
SRR35161438	135519	7351	64084
SRR35161439	136436	8342	64047
SRR35161440	150690	52850	48920
SRR35161441	144211	64917	39647
